Model,Run,Accuracy,Precision,Recall,F1-Score,AUC-ROC,MCC,Specificity,AUPRC,TN,FP,FN,TP
RandomForest,46,0.8256172839506173,0.8333333333333334,0.8942065491183879,0.8626974483596598,0.9071121057332383,0.6275267386742107,0.7171314741035857,0.9384214222648801,180,71,42,355
RandomForest,47,0.8256172839506173,0.8287037037037037,0.9017632241813602,0.8636911942098915,0.9023452788342852,0.6272070327864461,0.7051792828685259,0.9338540582876511,177,74,39,358
RandomForest,48,0.8364197530864198,0.8375870069605569,0.9093198992443325,0.8719806763285024,0.9069214326572802,0.650735094637253,0.7211155378486056,0.938746785331225,181,70,36,361
RandomForest,49,0.8256172839506173,0.8317757009345794,0.8967254408060453,0.863030303030303,0.9053358354993125,0.6273908638129178,0.7131474103585658,0.9364218737415817,179,72,41,356
RandomForest,50,0.8364197530864198,0.8423529411764706,0.9017632241813602,0.8710462287104623,0.9052154103987073,0.6509435253542789,0.7330677290836654,0.9373235091927127,184,67,39,358
SVM,1,0.7746913580246914,0.7911832946635731,0.8589420654911839,0.8236714975845411,0.8407879815749597,0.5164881576814772,0.6414342629482072,0.8861048009154359,161,90,56,341
SVM,2,0.7746913580246914,0.7925407925407926,0.8564231738035264,0.8232445520581114,0.8407829638624345,0.5168303199139421,0.6454183266932271,0.8861024539374799,162,89,57,340
SVM,3,0.7762345679012346,0.794392523364486,0.8564231738035264,0.8242424242424242,0.8407779461499092,0.520354918377317,0.649402390438247,0.8861000858061439,163,88,57,340
SVM,4,0.7746913580246914,0.7925407925407926,0.8564231738035264,0.8232445520581114,0.8407829638624345,0.5168303199139421,0.6454183266932271,0.8861024539374799,162,89,57,340
SVM,5,0.7746913580246914,0.7939110070257611,0.853904282115869,0.8228155339805825,0.8407578752998084,0.5171954884535874,0.649402390438247,0.8860907125173108,163,88,58,339
SVM,6,0.7746913580246914,0.7925407925407926,0.8564231738035264,0.8232445520581114,0.8407829638624345,0.5168303199139421,0.6454183266932271,0.8861024539374799,162,89,57,340
