Model,Run,Accuracy,Precision,Recall,F1-Score,AUC-ROC,MCC,Specificity,AUPRC,TN,FP,FN,TP
XGBoost,29,0.8779342723004695,0.9140625,0.8863636363636364,0.9,0.9426206509539843,0.744048282191369,0.8641975308641975,0.9600916627279932,70,11,15,117
XGBoost,30,0.8685446009389671,0.9126984126984127,0.8712121212121212,0.8914728682170543,0.9458941264496821,0.7262964171194389,0.8641975308641975,0.9618926909993755,70,11,17,115
XGBoost,31,0.8732394366197183,0.92,0.8712121212121212,0.8949416342412452,0.9404695099139544,0.7372124321976099,0.8765432098765432,0.9526691325130735,71,10,17,115
XGBoost,32,0.8685446009389671,0.9126984126984127,0.8712121212121212,0.8914728682170543,0.9423400673400674,0.7262964171194389,0.8641975308641975,0.9577360403741361,70,11,17,115
XGBoost,33,0.8591549295774648,0.8923076923076924,0.8787878787878788,0.8854961832061069,0.9378507295173962,0.7027351777030294,0.8271604938271605,0.9537582625790875,67,14,16,116
XGBoost,34,0.8544600938967136,0.904,0.8560606060606061,0.8793774319066148,0.9443976805087917,0.6979313194876434,0.8518518518518519,0.9586812124084985,69,12,19,113
XGBoost,35,0.8779342723004695,0.9206349206349206,0.8787878787878788,0.8992248062015504,0.9400953984287318,0.7459709862211101,0.8765432098765432,0.9520996999529021,71,10,16,116
XGBoost,36,0.863849765258216,0.912,0.8636363636363636,0.8871595330739299,0.940001870557426,0.7175718758426267,0.8641975308641975,0.9583219374922372,70,11,18,114
XGBoost,37,0.8779342723004695,0.9076923076923077,0.8939393939393939,0.9007633587786259,0.9422465394687617,0.7423967020407998,0.8518518518518519,0.9592604200726158,69,12,14,118
XGBoost,38,0.8685446009389671,0.90625,0.8787878787878788,0.8923076923076924,0.9430882903105126,0.7242997109631121,0.8518518518518519,0.9624907858855103,69,12,16,116
XGBoost,39,0.8685446009389671,0.9126984126984127,0.8712121212121212,0.8914728682170543,0.9378507295173963,0.7262964171194389,0.8641975308641975,0.9494289230506414,70,11,17,115
XGBoost,40,0.8591549295774648,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.9342966704077815,0.7066218480177677,0.8518518518518519,0.9480051444623623,69,12,18,114
XGBoost,41,0.863849765258216,0.912,0.8636363636363636,0.8871595330739299,0.9344837261503929,0.7175718758426267,0.8641975308641975,0.9508941321107025,70,11,18,114
XGBoost,42,0.8591549295774648,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.938692480359147,0.7066218480177677,0.8518518518518519,0.9558075650335539,69,12,18,114
XGBoost,43,0.8591549295774648,0.9112903225806451,0.8560606060606061,0.8828125,0.942153011597456,0.7089437896534366,0.8641975308641975,0.9552485245034874,70,11,19,113
XGBoost,44,0.8497652582159625,0.8968253968253969,0.8560606060606061,0.875968992248062,0.9334549195660307,0.6869472789160966,0.8395061728395061,0.9479850321595624,68,13,19,113
XGBoost,45,0.863849765258216,0.8992248062015504,0.8787878787878788,0.8888888888888888,0.9398148148148148,0.7135053712304269,0.8395061728395061,0.9546286948061424,68,13,16,116
XGBoost,46,0.8685446009389671,0.9193548387096774,0.8636363636363636,0.890625,0.9356060606060607,0.7285522855885337,0.8765432098765432,0.9519973649646469,71,10,18,114
XGBoost,47,0.8591549295774648,0.8984375,0.8712121212121212,0.8846153846153846,0.9413112607557051,0.7045511397348553,0.8395061728395061,0.9568003408861651,68,13,17,115
XGBoost,48,0.8826291079812206,0.9147286821705426,0.8939393939393939,0.9042145593869731,0.944304152637486,0.7530826222908646,0.8641975308641975,0.9613230095233436,70,11,14,118
XGBoost,49,0.8732394366197183,0.92,0.8712121212121212,0.8949416342412452,0.9425271230826786,0.7372124321976099,0.8765432098765432,0.9584276196627175,71,10,17,115
XGBoost,50,0.8732394366197183,0.92,0.8712121212121212,0.8949416342412452,0.9400953984287317,0.7372124321976099,0.8765432098765432,0.9559742685064203,71,10,17,115
LogisticRegression,1,0.8544600938967136,0.8976377952755905,0.8636363636363636,0.8803088803088803,0.9235409652076318,0.695699610541134,0.8395061728395061,0.9351513891761567,68,13,18,114
LogisticRegression,2,0.8544600938967136,0.8976377952755905,0.8636363636363636,0.8803088803088803,0.9235409652076318,0.695699610541134,0.8395061728395061,0.9351513891761567,68,13,18,114
LogisticRegression,3,0.8544600938967136,0.8976377952755905,0.8636363636363636,0.8803088803088803,0.9233539094650205,0.695699610541134,0.8395061728395061,0.9350341884885731,68,13,18,114
LogisticRegression,4,0.8544600938967136,0.8976377952755905,0.8636363636363636,0.8803088803088803,0.9234474373363262,0.695699610541134,0.8395061728395061,0.9350984443766925,68,13,18,114
LogisticRegression,5,0.8544600938967136,0.8976377952755905,0.8636363636363636,0.8803088803088803,0.9235409652076318,0.695699610541134,0.8395061728395061,0.9351513891761567,68,13,18,114
LogisticRegression,6,0.8544600938967136,0.8976377952755905,0.8636363636363636,0.8803088803088803,0.9234474373363262,0.695699610541134,0.8395061728395061,0.9350871332880373,68,13,18,114
LogisticRegression,7,0.8544600938967136,0.8976377952755905,0.8636363636363636,0.8803088803088803,0.923540965207632,0.695699610541134,0.8395061728395061,0.9351267163999024,68,13,18,114
